rxn_smiles,dE0,dHrxn298
[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3][C:4](=[N:5][H:12])[C-:6]1[N+:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10],75.19776,51.80846
[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([O:3][C:4](=[N:5]\[H:12])/[C:6](=[N:7]\[H:15])[H:13])[H:11])([H:8])[H:10].[H:9][H:14],79.87588000000001,34.01883
[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:6](\[N:7]([H:14])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10].[O:3]=[C:4]=[N:5][H:12],44.576240000000006,-7.777880000000001
[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][H:12])([C@@:6]([C:4]#[N:5])([N:7]([H:14])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],61.08785,-10.59815
[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[C:6]([N:7]([H:14])[H:15])([H:11])[H:13])([H:8])([H:9])[H:10].[C:4]=[N:5][H:12],69.20154000000001,15.981179999999998
[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][C:4]#[N:5])(/[C:6](=[N:7]/[H:14])[H:13])[H:11])([H:8])([H:9])[H:10].[H:12][H:15],87.57873000000001,30.421570000000003
[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[N+:7]([H:14])([H:15])[C-:6]1[H:13])([H:8])([H:9])[H:10],67.05787,51.13657
[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3][C:4]([N:5]([N:7]([H:14])[H:15])[H:12])=[C:6]1[H:13])([H:8])([H:9])[H:10],92.77341,43.2831
[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[H:11])([H:8])([H:9])[H:10].[C:4](=[N:5][H:12])=[C:6]([N:7]([H:14])[H:15])[H:13],55.929869999999994,30.02403
[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3]/[C:4](=[N:5]\[H:12])[H:13])([C:6][N:7]([H:14])[H:15])[H:11])([H:8])([H:9])[H:10],75.41693000000001,38.06349
[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C-:2]=[O+:3]/[C:4](=[N:5]\[H:12])[C:6]([N:7]([H:14])[H:15])([H:11])[H:13])([H:8])([H:9])[H:10],78.42886,49.48837
[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3][C@:4]1([N:5]([H:12])[H:15])/[C:6](=[N:7]/[H:14])[H:13])([H:8])([H:9])[H:10],56.21471999999999,11.24825
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]>>[O:1]=[C:2]([C:5]([C:3](=[C:4]([H:9])[H:10])[C:6](=[O:7])[H:13])([H:11])[H:12])[H:8],74.90227,-4.93211
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]>>[O:1]=[C:2]([C@:3]12[C@:4]([H:9])([C:5]1([H:11])[H:12])[O:7][C:6]2([H:10])[H:13])[H:8],142.51013999999998,29.95748
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]>>[O:1]=[C:2]([C:5]([C:4]([C+:3]=[C:6]([O-:7])[H:13])([H:9])[H:10])([H:11])[H:12])[H:8],77.04796999999999,68.48148
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]>>[H:8][H:9].[O+:1]#[C:2][C@:3]1([C:6](=[O:7])[H:13])[C-:4]([H:10])[C:5]1([H:11])[H:12],122.19955,91.98355
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]>>[C-:6]#[O+:7].[O:1]([C:2](=[C:3]1[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8])[H:13],52.31395,22.91215
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]>>[O:1]=[C:2]([C:3]1([C:6][O:7][H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8],76.82171,47.252790000000005
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]>>[O:1]([C:2](=[C:3]1[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8])[C:6](=[O:7])[H:13],58.94024,19.76173
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]>>[C:3]([C:4]([H:8])([H:9])[H:10])(=[C:5]([H:11])[H:12])[C:6](=[O:7])[H:13].[O+:1]#[C-:2],83.3783,-5.2203
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]>>[O:1]=[C:2]([C:3]([C:5]([C:4]([H:9])([H:10])[H:13])([H:11])[H:12])=[C:6]=[O:7])[H:8],53.34445,-9.39837
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]>>[O:1]=[C:2]([C:3]1=[C:6]([H:13])[O:7][C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8],43.10895,-6.990419999999999
[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]>>[O:1]=[C:2]([C:3]1([O+:7]=[C-:6][H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8],109.5943,69.48561
[C:1]([O:2][C:3](=[O:4])[C@@:5]([C:6]([H:12])([H:13])[H:14])([O:7][H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:6]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10].[C:3](=[O:4])=[C:5]([O:7][H:15])[H:11],113.30413,62.508919999999996
[C:1]([O:2][C:3](=[O:4])[C@@:5]([C:6]([H:12])([H:13])[H:14])([O:7][H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3](=[O:4])[C:6]([C:5](=[O:7])[H:11])([H:12])[H:14])([H:8])([H:9])[H:10].[H:13][H:15],109.15432,23.14172
[C:1]([O:2][C:3](=[O:4])[C@@:5]([C:6]([H:12])([H:13])[H:14])([O:7][H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]([O:4][H:15])([C:5](=[O:7])[H:11])[C:6]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],61.58003000000001,17.367070000000002
[C:1]([O:2][C:3](=[O:4])[C@@:5]([C:6]([H:12])([H:13])[H:14])([O:7][H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@:3]1([O:4][H:15])[C@:5]([C:6]([H:12])([H:13])[H:14])([H:11])[O:7]1)([H:8])([H:9])[H:10],54.26784,32.68907
[C:1]([O:2][C:3](=[O:4])[C@@:5]([C:6]([H:12])([H:13])[H:14])([O:7][H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3](=[O:4])[C:5](=[O:7])[H:11])([H:8])([H:9])[H:10].[C:6]([H:12])([H:13])([H:14])[H:15],92.85606,18.03228
[C:1]([O:2][C:3](=[O:4])[C@@:5]([C:6]([H:12])([H:13])[H:14])([O:7][H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([O:2][H:11])([H:8])([H:9])[H:10].[C:3](=[O:4])=[C:5]([C:6]([H:12])([H:13])[H:14])[O:7][H:15],80.02969,50.11951
[C:1]([O:2][C:3](=[O:4])[C@@:5]([C:6]([H:12])([H:13])[H:14])([O:7][H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1](=[O:2])([H:8])[H:9].[C:3](=[O:4])([C@@:5]([C:6]([H:12])([H:13])[H:14])([O:7][H:15])[H:11])[H:10],77.59066999999999,31.168429999999997
[C:1]([O:2][C:3](=[O:4])[C@@:5]([C:6]([H:12])([H:13])[H:14])([O:7][H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([O:2][H:13])([H:8])([H:9])[H:10].[C:3]1(=[O:4])[C@@:5]([O:7][H:15])([H:11])[C:6]1([H:12])[H:14],92.33126999999999,65.59326
[C:1]([O:2][C:3](=[O:4])[C@@:5]([C:6]([H:12])([H:13])[H:14])([O:7][H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@:3]([O:4][H:15])([C:5]([C:6]([H:12])([H:13])[H:14])=[O:7])[H:11])([H:8])([H:9])[H:10],55.93421,13.506479999999998
[C:1]([O:2][C:3](=[O:4])[C@@:5]([C:6]([H:12])([H:13])[H:14])([O:7][H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:6]([C@:5]([C:3]([O:2][H:12])=[O:4])([O:7][H:15])[H:11])([H:13])[H:14])([H:8])([H:9])[H:10],89.30946999999999,-4.440119999999999
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]([H:13])([C:5]([H:14])([H:17])[C:6]1([H:15])[H:16])[C:7]2)([H:8])([H:9])[H:10],53.63933000000001,33.61676
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C@@:5]3([H:14])[C@:6]1([H:16])[C@@:7]23[H:17])([H:8])[H:9].[H:10][H:15],98.406,18.56915
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2]12[C:3]([H:11])([H:12])[C:4]([H:13])([C:6]1([H:15])[H:16])[C@:7]2([C:5][H:14])[H:17])([H:8])([H:9])[H:10],115.72103999999999,78.68315
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:7]([H:17])[C@@:4]([C:5](=[C:6]([H:15])[H:16])[H:14])([H:13])[C:3]1([H:11])[H:12])([H:8])([H:9])[H:10],54.1234,-12.42343
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@:2]12[C:3]([H:11])([H:12])[C@@:4]1([H:13])[C@@:5]([C:7][H:17])([H:14])[C:6]2([H:15])[H:16])([H:8])([H:9])[H:10],82.2399,67.59584
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:6]([H:15])([H:16])[C:5]([C:4](=[C:3]([H:11])[H:12])[H:13])([H:14])[C:7]1([H:10])[H:17])([H:8])[H:9],84.89518000000001,-11.89315
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2]12[C:3]([H:11])([H:12])[C:4]([H:13])([C:5][C:6]1([H:15])[H:16])[C:7]2([H:14])[H:17])([H:8])([H:9])[H:10],56.50565,40.21696
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([H:16])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C@:5]([C:6][H:15])([H:14])[C@@:7]12[H:17])([H:8])([H:9])[H:10],80.71551,64.51868
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1]([H:8])([H:9])([H:10])[H:16].[C:2]12=[C:6]([H:15])[C@:5]3([H:14])[C@:4]([H:13])([C:3]1([H:11])[H:12])[C@:7]23[H:17],134.87118,78.96933
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:6]([C@:5]1([H:14])[C@:4]2([H:13])[C:3]([H:11])([H:12])[C:2][C@@:7]21[H:17])([H:15])[H:16])([H:8])([H:9])[H:10],121.28945,46.319959999999995
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:7]1([H:17])[C@@:4]2([H:13])[C:3]([H:11])([H:12])[C:2][C:6]([H:15])([H:16])[C@:5]21[H:14])([H:8])([H:9])[H:10],105.02797,38.5351
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2]12[C:3]([H:11])([H:12])[C:5]([H:14])([C:4]([H:13])=[C:7]1[H:17])[C:6]2([H:15])[H:16])([H:8])([H:9])[H:10],71.15684,-12.88053
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:17])[C:3]([H:11])([H:12])[C@@:4]2([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C:7]2)([H:8])([H:9])[H:10],52.57945,40.997690000000006
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[C@@:5]([H:14])([C:6]1([H:15])[H:16])[C@@:7]23[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@:2]12[C:3]([H:11])([H:12])[C:4][C@@:7]1([H:17])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:8])([H:9])[H:10],58.964769999999994,55.668859999999995
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6](=[O:7])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3]([O:7]/[C:6](=[C:4](\[C:5]([H:14])([H:15])[H:16])[H:13])[H:17])([H:11])[H:12])([H:8])([H:9])[H:10],71.25326,13.78111
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6](=[O:7])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3]([C@@:6]1([H:17])[C@:4]([C:5]([H:14])([H:15])[H:16])([H:13])[O:7]1)([H:11])[H:12])([H:8])([H:9])[H:10],75.51216,21.84678
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6](=[O:7])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3](/[C:4]([C:5]([H:14])([H:15])[H:16])=[C:6](/[O:7][H:13])[H:17])([H:11])[H:12])([H:8])([H:9])[H:10],70.0564,8.82377
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6](=[O:7])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]1([H:9])([H:10])[O:2][C:3]([H:11])([H:12])[C@:4]([C:5]([H:14])([H:15])[H:16])([H:13])[C@:6]1([O:7][H:8])[H:17],76.74384,-7.24625
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6](=[O:7])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([O+:7]=[C-:6][H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],112.97519,62.83874
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6](=[O:7])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3]([C:6]([C:4]([C:5]([H:14])([H:15])[H:16])([H:13])[H:17])=[O:7])([H:11])[H:12])([H:8])([H:9])[H:10],72.1002,-4.312
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6](=[O:7])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:7][C@@:6]1([H:17])[O:2][C:3]([H:11])([H:12])[C@:4]1([C:5]([H:14])([H:15])[H:16])[H:13])([H:8])([H:9])[H:10],82.32989,12.13521
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6](=[O:7])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][H:13])([H:8])([H:9])[H:10].[C:3](=[C:4]([C:5]([H:14])([H:15])[H:16])[C:6](=[O:7])[H:17])([H:11])[H:12],56.93233000000001,8.94338
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6](=[O:7])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2]/[C:3](=[C:4](\[C:5]([H:14])([H:15])[H:16])[H:13])[H:11])([H:8])([H:9])[H:10].[C:6](=[O:7])([H:12])[H:17],68.00979,25.83955
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6](=[O:7])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3](/[C:4](=[C:6](/[O:7][C:5]([H:14])([H:15])[H:16])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],92.13684,19.50641
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6](=[O:7])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@:3]1([H:11])[C@:6]([C:4]([C:5]([H:14])([H:15])[H:16])([H:12])[H:13])([H:17])[O:7]1)([H:8])([H:9])[H:10],78.56189,15.63371
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6](=[O:7])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2]/[C:3](=[C:4](/[C:5]([H:14])([H:15])[H:16])[C:6](=[O:7])[H:17])[H:11])([H:8])([H:9])[H:10].[H:12][H:13],97.86291,22.203120000000002
[C:1]([O:2][C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[C:6]#[N:7])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:6]1=[N:7][C:3]1([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])([H:8])([H:9])[H:10],81.17187,30.344890000000003
[C:1]([O:2][C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[C:6]#[N:7])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[N+:7]#[C-:6])([H:8])([H:9])[H:10],51.53233,16.73835
[C:1]([O:2][C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[C:6]#[N:7])([H:8])([H:9])[H:10]>>[C:1]([O:2][N:7]=[C:6]=[C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])([H:8])([H:9])[H:10],83.88468,56.176559999999995
[C:1]([O:2][C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[C:6]#[N:7])([H:8])([H:9])[H:10]>>[C:1](=[O:2])([H:8])[H:10].[C:3]1([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[C:6]([H:9])=[N:7]1,78.7238,47.68803
[C:1]([O:2][C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[C:6]#[N:7])([H:8])([H:9])[H:10]>>[C:1](=[O+:2][C:3]([C:5]([H:14])([H:15])[H:16])=[C:6]=[N-:7])([H:8])[H:10].[C:4]([H:9])([H:11])([H:12])[H:13],88.03451,58.56799
[C:1]([O:2][C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[C:6]#[N:7])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@:3]1([C:5]([H:14])([H:15])[H:16])[C:4]([H:11])([H:13])/[C:6]1=[N:7]\[H:12])([H:8])([H:9])[H:10],109.9363,38.96222
[C:1]([O:2][C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[C:6]#[N:7])([H:8])([H:9])[H:10]>>[C:1]([O:2][H:10])([N:7]=[C:6]=[C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16])([H:8])[H:9],94.39684,21.22775
[C:1]([O:2][C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[C:6]#[N:7])([H:8])([H:9])[H:10]>>[C:1]([C:6]#[N:7])([H:8])([H:9])[H:10].[O:2]=[C:3]([C:4]([H:11])([H:12])[H:13])[C:5]([H:14])([H:15])[H:16],93.04720999999999,-7.32745
[C:1]([O:2][C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])[C:6]#[N:7])([H:8])([H:9])[H:10]>>[C:1](=[O:2])([H:8])[H:10].[C:3]([C:4]([H:11])([H:12])[H:13])([C:5]([H:14])([H:15])[H:16])=[C:6]=[N:7][H:9],57.695319999999995,32.56023
[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])([N:5]([C:6](=[O:7])[H:16])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3](=[O:4])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[N:5]([C:6](=[O:7])[H:16])([H:14])[H:15],72.75692,7.89575
[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])([N:5]([C:6](=[O:7])[H:16])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([H:8])([H:9])([H:10])[H:15].[C:2](\[C:3]([O:4][H:14])([H:12])[H:13])(=[N:5]\[C:6](=[O:7])[H:16])[H:11],96.316,27.70818
[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])([N:5]([C:6](=[O:7])[H:16])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]1([H:8])([H:9])[C@:2]([C:3]([O:4][H:14])([H:12])[H:13])([H:11])[N:5]([H:15])[C@:6]1([O:7][H:10])[H:16],94.12866,27.147609999999997
[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])([N:5]([C:6](=[O:7])[H:16])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]([H:12])[H:13])[N:5]([C+:6]([O-:7])[H:16])[H:15])([H:8])([H:9])[H:10].[O:4]([H:11])[H:14],64.58842,8.09371
[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])([N:5]([C:6](=[O:7])[H:16])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])([N:5]([C:6][O:7][H:16])[H:15])[H:11])([H:8])([H:9])[H:10],73.1897,39.271409999999996
[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])([N:5]([C:6](=[O:7])[H:16])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:3](/[O:4][H:14])[H:12])[H:11])([H:8])([H:9])[H:10].[N:5](=[C:6](/[O:7][H:13])[H:16])\[H:15],60.81105,27.63202
[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])([N:5]([C:6](=[O:7])[H:16])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:6](=[O:7])[H:16])([H:8])([H:9])[H:10].[C:2](\[C:3]([O:4][H:14])([H:12])[H:13])(=[N:5]/[H:15])[H:11],99.43705,32.89482
[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])([N:5]([C:6](=[O:7])[H:16])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C-:2]([N:5]([C:6](=[O+:7][C:3]([O:4][H:14])([H:12])[H:13])[H:16])[H:15])[H:11])([H:8])([H:9])[H:10],90.13624,66.62187
[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])([N:5]([C:6](=[O:7])[H:16])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])([N:5]1[C:6]([H:15])([H:16])[O:7]1)[H:11])([H:8])([H:9])[H:10],96.29698,69.36646999999999
[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])([N:5]([C:6](=[O:7])[H:16])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([C:3]([O:4][H:14])([H:12])[H:13])(/[N:5]=[C:6](/[O:7][H:15])[H:16])[H:11])([H:8])([H:9])[H:10],43.78765,10.7752
